tweet	party
"I applaud Vermont's lawmakers, grassroots organizers, working families and progressive businesses, who came together to override this outrageous veto and give 40,000 Vermonters a raise.

This is the energy we need to guarantee that every worker in America earns a living wage. …"	0
"91 of America's richest corporations paid $0 in taxes on $100 billion in profits.

40% of America can't afford a $400 emergency.

What Dr. Martin Luther King Jr. said in 1968 is just as true today: This country has socialism for the rich and rugged individualism for the poor."	0
Real change never takes place from the top on down. It takes place from the bottom on up, when people stand up and fight for justice.	0
"Medicare for All means businesses will not have to worry about how to provide health care for their employees. 

Workers will not be trapped in jobs to keep decent insurance. Instead, they will be able to pursue the work they love, which could be an enormous boon for the economy."	0
"Instead of selling $3 billion in weapons to enrich Raytheon, Boeing and Lockheed, the United States should be partnering with India to fight climate change.

We can work together to cut air pollution, create good renewable energy jobs, and save our planet. …"	0
"Fossil fuel CEOs want no federal regulations and billions of dollars in federal subsidies a year.

Our agenda is exactly the opposite: Kick Big Oil executives off of corporate welfare and regulate their planet-threatening carbon pollution out of existence. …"	0
" No more premiums.

 No more co-payments.

 No more deductibles.

 No more out-of-control prescription drug prices.

Medicare for All means significant reductions in health care costs for American families."	0
"What Dr. King's extraordinary vision was all about was building a beloved community.

Our job is to bring people of all backgrounds together and create a compassionate society in which every single one of us can live with dignity."	0
"Three people own more wealth than half of America.

13 million people are working two or three jobs to make ends meet.

That is going to change when we make corporate America put workers on corporate boards and have a share in their companies' profits. …"	0
"The science is clear: Fracking poisons our water and causes climate change.

We're joining 570+ like-minded groups in endorsing the first-ever nationwide bill to #BanFracking from @RepAOC @SenSanders! …"	0
When we pass Medicare for All, we will save tens of thousands of American lives and hundreds of billions of dollars each and every year. …	0
"The richest 400 Americans own $2.9 trillion—the size of the entire UK economy.

These 400 billionaires pay a lower tax rate than the half of Americans living paycheck to paycheck.

The rich have waged 45 years of class war. It’s about time working people stand up and fight back."	0
"A three-letter word is blocking the Senate from passing common-sense gun legislation: the NRA.

I wear the D- grade they gave me for my voting record as a badge of honor."	0
"People may say, ""Oligarchy has to do with developing countries. What does it have to do with us?""

Well, it has everything to do with the United States of America, because that is the direction in which we are moving. …"	0
"DuPont knowingly dumped poisons in our water for decades. The victims are children like Abigail Herrmann who are drinking ""forever chemicals"" across America.

Congress must pass my PFAS Act to hold corporate polluters accountable for cleaning up this mess. …"	0
"$106 billion in profits. $0 in taxes. That's 91 of America's richest corporations.

By taking on the very wealthy, the billionaire class, and large multinational corporations, we will raise the funds to provide the services that will give dignity to working families in America."	0
"The wealthiest top 1% owe 70 percent of unpaid taxes. If we collected less than a third of that, we could pay for universal nutritious school meals for children.

Do not tell me kids have to go hungry at school in the richest country in the world. …"	0
There will no real social progress in this country unless we have the courage to take on Wall Street, the insurance companies, the drug companies, the military-industrial complex, the fossil fuel industry, the prison industry and all the other forces of greed.	0
It makes no sense for young people to be denied jobs because they were arrested for smoking marijuana. It is time to legalize marijuana, expunge past marijuana convictions and end the failed war on drugs.	0
"Our current system has forced people to pay for:

$100,000 ambulance ride to the closest hospital
$540,000 kidney dialysis
$10,000 out-of-network doctor charge at an in-network hospital 

Medicare for All ends this insanity.

Health care is a human right. …"	0
"Methane emissions that fuel climate change are much larger than we thought.

This is a moral issue. We must ban fracking—which harms our air, water and health. We can create millions of good jobs transforming our energy system to save our planet. …"	0
"Despite President Trump's constant support for big polluters, solar energy is making huge advancements.

Solar power is getting cheaper and cheaper, saving families money on utility bills and creating hundreds of thousands of American jobs. …"	0
The American people want to know: If we could bail out the crooks on Wall Street, how come we can't protect working class families and enable their kids to get a college education?	0
"Three people own more wealth than the bottom half of America.

Half our people live paycheck to paycheck.

500,000 people are sleeping in the streets.

We must stand up to the greed of large corporations and stand with working families. I make no apologies for that."	0
"1 in 7 kids will go hungry in America today.

Under Trump, 91 of our richest companies pay $0 in corporate taxes.

If they paid their 21% tax, we'd have the funds to end childhood hunger in America.

We must take on corporate power if we want a decent society for our children."	0
"Insurance companies made nearly $1 trillion in revenue last year while 87 million Americans went uninsured or underinsured.
 
The insurance industry maximizes profits by denying people care.
 
We need Medicare for All to make health care a universal human right in America. …"	0
"While Donald Trump says he wants ""the world's cleanest and safest air,"" he is fighting so that polluters can spew out more mercury and soot that will kill Americans.
 
Ordinary people are paying the price for Trump's lies. …"	0
"Ordinary workers pay into Social Security all year, but millionaires stop contributing today. That is absurd.

The ultra-wealthy should pay into Social Security at the same rate as everyone else, so that we expand—not cut—benefits. …"	0
"It's no secret that the billionaire class dominates our political and economic life.

To end poverty, homelessness, hunger and lead poisoning in America, the ultra-rich must pay their fair share. Even if that means buying fewer $89 million paintings and $70 million cars."	0
"I congratulate the workers of Kickstarter, the first major tech company to vote for a union.
 
These workers are setting an example for the entire industry. Tech employees deserve job security, strong wages and benefits, and a voice in their companies. …"	0
"Today, Trump granted clemency to tax cheats, Wall Street crooks, billionaires, and corrupt government officials.

Meanwhile thousands of poor and working-class kids sit in jail for nonviolent drug convictions.

This is what a broken and racist criminal justice system looks like."	0
"Trump said he wanted to get America out of wars. He lied.

When we passed a bipartisan bill to end illegal support for Saudi airstrikes in Yemen, he vetoed it.

Trump ignored the Constitution to keep helping this brutal dictatorship as it bombs civilians. …"	0
"After taking government handouts like $880 million in tax breaks in 2018, Walmart is now cutting jobs.

Here's a ""radical"" idea: The richest corporations in America laying off workers and paying them starvation wages need to get off corporate welfare. …"	0
"U.S. bombings are at a record high in 18 years of fighting in Afghanistan. Our service members continue to fight and die in America's longest war.

The American people do not want endless war. We must bring our troops home. …"	0
It was true in 1993 and it is true now: the time is long, long overdue for the United States to join the rest of the industrialized world and have a universal health care system.	0
"Fires threatening an entire continent are extreme—a Green New Deal to tackle the climate crisis is not.

Let us harness our skills, talents and enormous resources to protect the home we all share. …"	0
"Our military is larger than these countries combined:

 181 billion
 78 billion
 61 billion
 60 billion
 54 billion
 52 billion
 48 billion
 48 billion
 39 billion
 27 billion
 27 billion

What if we invested in human needs to care for one another instead?"	0
"AR-15s have one purpose: to kill and maim human beings.

Ban assault weapons."	0
"We live in a country which can provide literally hundreds of millions of dollars to CEOs, and yet we have teachers who have to take money out of their own pockets to buy school supplies.

If we believe in the future of this country, we have got to believe in our educators."	0
"The world's richest 1% have over twice the wealth of 6.9 billion people.

The planet will not be secure or peaceful when so few have so much and so many have so little. …"	0
"Many of my colleagues believe we should throw more money into our bloated $740 billion military budget—more than the next ten nations combined. 

I say, let us invest in our youth. 

Let us protect our seniors.

Let us repair our crumbling infrastructure."	0
"When General Electric outsources jobs, it raves about China.

When GE wants to pay $0 in taxes for eight straight years, or needs a $16 billion bailout, it doesn't talk about China.

GE goes to the taxpayers of the United States for its welfare checks. …"	0
Jane and I wish everyone a Happy Valentine's Day filled with love and compassion.	0
"Two years ago, 17 students and faculty of Marjory Stoneman Douglas High School were brutally killed.

One year ago, the House passed HR 8 to require universal background checks for guns.

90% of Americans support this policy.

Senator McConnell: Do your damn job. Pass this bill."	0
"We don't talk enough about the positive impact of Social Security. Before it was law, half of seniors lived in poverty. It cuts the racial wealth gap and has lifted millions from poverty. 

Our job is not to cut Social Security. Our job is to expand it. …"	0
Having access to clean, unfracked water shouldn’t be a radical idea. I’m proud to support @sensanders, @repaoc, @senjeffmerkley, and @repdarrensoto in their fight to ban #fracking.	0
"Today the Senate voted, 55-45, to stop a war with Iran.

The Constitution made sure Congress could vote to block a president from taking our country into needless conflicts.

We cannot allow Trump to send working-class kids to fight and die in another endless war."	0
I voted YES. Unlike Trump, today's bipartisan vote made it clear that a majority of the U.S. Senate believes in our Constitution and the separation of powers. It is Congress, not the president, who has the power to take this country into war, and that's what this vote was about. …	0
"Our planet just experienced the hottest January in recorded history.
 
If our political system won't allow us move quickly to 100% renewable energy as the scientists say we must, I believe it is time for a political revolution. …"	0
"Today, I am voting for a bipartisan War Powers Resolution to stop Trump's dangerous escalation with Iran and uphold our Constitution.

Sadly, too many Republican Senators are willing to give this reckless president even more power to launch illegal war. …"	0
"Remember: our ""crazy idea"" of universal health care is a reality in:

Australia
Austria
Belgium
Canada
Chile
Czech Rep.
Denmark
Finland
France
Germany
Greece
Hungary
Iceland
Israel
Italy
Japan
Netherlands
New Zealand
Norway
Poland
Portugal
S. Korea
Spain
Sweden
Switz.
Turkey
U.K."	0
"My friend @MarkRuffalo is right. Fracking poisons our water and causes climate change.

I am proud to introduce the first nationwide fracking ban with @AOC, @SenJeffMerkley and @RepDarrenSoto.

Our job: End the greed of the fracking industry and rapidly move to renewable energy."	0
"The big banks don't want us to cancel all $1.7 trillion in student debt by taxing Wall Street speculation.

Too bad. It will be a tremendous act of economic, racial, and social justice for working people. …"	0
"I voted against the Patriot Act in 2001, 2006, 2011 and 2015. I strongly oppose its reauthorization next month.

I believe that in a democratic and constitutional form of government, we cannot sacrifice the civil liberties that make us a free country. …"	0
"Many public colleges and universities were tuition-free 50 years ago.

America is now twice as rich.

I think maybe we can afford to stop punishing our young people with student debt for the ""crime"" of getting an education.

It's time to make college a right for all."	0
"When I say Trump is a pathological liar, what do I mean? He promised to ""always protect"" Medicare and Social Security last week. Yesterday, he released a budget to:

Cut Social Security by over $24 billion
Cut Medicare by $500 billion 
Cut Medicaid by $900 billion

Obscene. …"	0
"My Prescription Drug Price Relief Act forces pharmaceutical CEOs to bring their prices down to what other rich countries pay.

If Big Pharma refuses, we end their patent monopolies and allow cheap generics to be made, saving Americans billions of dollars a year."	0
"Decades of corporate trade have devastated our manufacturing base, killing millions of blue-collar jobs.

A Green New Deal ends that. We will create millions of good, union jobs to manufacture renewable energy, increase energy efficiency, and rebuild our infrastructure."	0
"Here's our Trump FY2021 budget thread, which we'll be updating throughout the day.

Ranking Member @SenSanders: ""I will do what I can to ensure that Trump’s Budget is rejected by Congress. This is not what our priorities as a country are about.” …"	0
"Jeff Bezos is the richest man in the world and Amazon is worth more than a trillion dollars.

Workers there should not be 3 times more likely to be injured on the job. Bathroom breaks should not be considered ""time off task."" Amazon's warehouse conditions are intolerable."	0
The SNAP cuts in Trump's budget are both massive and immediate. SNAP benefits are already small - just $1.40 per person per meal. Cutting the program by a quarter is extremely cruel.	0
"People are being thrown in jail for being unable to pay their medical bills.

To my mind, that is outrageous and un-American.

""Medical debt"" should not exist. …"	0
"Trump said he would “always protect your Medicare and Social Security. Always.” Today, his budget is cutting them by hundreds of billions of dollars.

I will do everything in my power to ensure that Congress rejects this budget of, for, and by the 1%. …"	0
"Corporations have dumped toxic ""forever chemicals"" into our environment. It's now in 43 cities' water supplies.

My bill forces these companies to pay for the cleanup.

Maybe I'm ""radical,"" but I think the water in our taps must be free of toxic chemicals. …"	0
"I don't hear bankers complain about ""big government"" when taxpayers hand them a trillion-dollar bailout.

I don't see drug companies grumble when ""big government"" gives them patent monopolies to charge sky-high prices.

I don't know who's more corrupt: Wall Street or Big Pharma."	0
"Opioid makers flooded America with 100 billion pills from 2006-2014.

130,000 people died due to their greed.

Executives lied about opioids’ addictiveness, pocketing billions in profits.

My Opioid Crisis Accountability and Results Act helps put corporate criminals behind bars."	0
Trump could get us into never-ending, perpetual warfare in the Middle East. The Senate must pass my No War Against Iran Act.	0
"What kind of money would it take to end homelessness in America?

Making five companies—Amazon, Delta, Starbucks, Chevron and General Motors—pay the corporate tax rate that's on the books instead of paying $0. …"	0
"I live 50 miles away from the Canadian border. You don't take out your wallet or your credit card when you go to the doctor or the hospital there.

If Canada can provide health care to all its people at half the cost, we can join the rest of the world and pass Medicare for All."	0
Since my first day in Congress, I've been fighting to raise the minimum wage. Every worker in America should make at least $15 an hour.	0
"Why does America pay 1,000% more for the exact same prescription drugs as the rest of the world?

It might be for the same reason our top pharmaceutical CEOs make $50 million a year. …"	0
"A huge number of complicated insurance plans force people to fill out endless forms and paperwork just to get the care they need.

Medicare for All eliminates wasteful bureaucracy and red tape, saving doctors and patients both time and money. …"	0
Our corrupt campaign finance system is increasingly controlled by billionaires and special interests. We must fight this drift toward oligarchy. The future of our democracy is at stake.	0
"The majority of low-wage workers in America today are women and people of color.

When we fight to double the minimum wage to a $15 living wage, we are fighting to advance racial, gender, and economic justice."	0
"Big banks borrow money from the Federal Reserve at 2.25%.

Then they can charge you a 30% interest rate on your credit card.

Today, loan sharks wear fancy suits and work on Wall Street.

There must be a limit on their greed. My bill with @AOC caps all credit card rates at 15%."	0
#BREAKING: Following latest indictment, Chairwoman @RepMaloney & @SenSanders urge @TheJusticeDept to continue criminal enforcement against drug company executives who artificially inflate drug prices in the generic market. #LowerDrugCostsNow	0
"In an act of moral cowardice, Congress handed Trump $738 billion for a Pentagon budget that arms submarines with ""low-yield"" nuclear weapons.

Our military contractor friends are excited about this—they will make zillions of dollars—but I am not so sure working people are. …"	0
"Spring weather in Antarctica is truly insane.

Climate change is an existential threat to humanity. We must mobilize America and the rest of the world accordingly. …"	0
"Donald Trump said, “My tax breaks will benefit working families—not the richest!”

But 83% of his tax cuts will go to the top 1% after 10 years.

It helped create the absurdity of Amazon not paying a nickel in federal taxes on $11 billion of profit.
 
Trump is a liar and a fraud."	0
Let's be clear: Like every worker in America, nonprofit employees have a fundamental right to a union, good wages, benefits, paid time off, and a safe workplace. …	0
This is something I passionately believe in: health care must be a human right for every man, woman and child in America.	0
"Tonight the House acted to:

✓ Protect workers from being illegally fired for union activities
✓ Strengthen collective bargaining
✓ Undo “Right to Work for Less"" laws
✓ Defend the right to strike

This is an important step to leveling the playing field for working people. …"	0
"Congress presented Trump with our bipartisan bill to end the illegal U.S.-Saudi war in Yemen.

He vetoed it.
 
Violence has gotten worse, hundreds of thousands are dead, and Trump coddles the brutal Saudi dictatorship.

It's time to end this damn war. …"	0
"Our fight to end the fossil fuel industry’s destruction of our planet is not going away anytime soon.

Even the geniuses on Wall Street are starting to figure that out. …"	0
"Macy's made $1 billion in profits last year.

Its CEO makes 580 times more than the median worker.

Macy's paid $0 in taxes in 2017.

Now it's laying off 2,000 hard-working employees to make more profits.

Corporate America's greed has got to end. …"	0
"My voting record:

1993 NAFTA—NO
2000 Permanent Normal Trade with China—NO
2005 DR-CAFTA—NO
2011 US-Colombia Trade Agreement—NO
2015 Trans-Pacific Partnership—NO
2020 USMCA—NO

Corporate trade killed millions of American jobs. Workers must craft our trade deals—not big business."	0
"A president who is allowed to show contempt for Congress and its oversight duties.

A trial without a single witness.

I am disturbed by the precedent this sham process sets for this country.

This is not a good day for our democracy, the Constitution, or the American people."	0
My greater concern is if Republicans acquit President Trump by undercutting the very rule of law. That will truly be remembered as a sad and dangerous moment in the history of our country.	0
The evidence of Trump’s guilt is so overwhelming that the Republican Party, for the first time in the history of presidential impeachment, obstructed testimony from witnesses—even willing witnesses.	0
There were two questions for me to answer as a juror in the impeachment trial: whether President Trump is guilty of abusing his power as president for his own political gain, and whether he obstructed Congress in their investigation of him.	0
"Today, I voted to convict President Trump on two articles of impeachment. It gives me no pleasure to conclude that he is guilty of the offenses laid out in the trial.

Sadly, we have a president who sees himself as above the law and is ignorant or indifferent to the Constitution."	0
Maybe—just maybe—instead of spending $1.8 trillion a year on military budgets and weapons of destruction designed to kill each other, we can pool our resources as a planet to fight our common enemy: climate change. …	0
Student lunch debt should not exist. My bill with Rep. @Ilhan abolishes all of it. …	0
"More than 1.5 million children went homeless during the school year.

Three people now own more wealth than half of America combined.

Is this the kind of society and economy we want to live in? …"	0
"The clean energy revolution cannot be stopped by politicians in the pocket of the fossil fuel industry. In 10 years:
 
Wind energy prices fell 70%
Solar prices fell 90%
 
We will create millions of jobs and save Americans money as we move to a renewable energy economy."	0
"If the minimum wage had kept up with productivity growth since 1968, every worker would make at least $24 an hour.

Instead, half our workers earn less than $19 an hour today.

We need a strong trade union movement to reverse corporate America's 50-year war on the working class."	0
"We are not going to waste another 40 years testing trickle-down economics, which have devastated America's working class.

The time is long overdue for the rich to start paying their damn taxes."	0
Hours of paperwork. Insurance costs that dwarf their own salaries. Small business owners dealing with our dysfunctional system know that the solution is a Medicare for All, single-payer national health program. …	0
"Returning asylum-seekers to Mexico where there is no oversight or accommodation is wrong.

If we turn our backs on refugees, we will be destroying what this country is supposed to be about. …"	0
"What do Amazon, Starbucks, Chevron, Netflix, GM, Duke Energy, Xcel Energy, Halliburton, Eli Lilly, JetBlue, U.S. Steel, FedEx, and Dow-DuPont have in common?
 
They all paid $0 in corporate taxes last year.

We need government of, by, and for the people—not huge corporations. …"	0
"Of all the corrupt institutions in America, I haven’t figured out who's worse: Wall Street or the drug companies.

We must build a movement strong enough to put an end to their greed and control over our government."	0
A Green New Deal to defeat humanity's common enemy, climate change, is far cheaper than the cost of doing nothing. …	0
"Our job is not only to provide every American with health care, but substantially expand Medicare benefits. Medicare for All will:

 Cover vision, hearing, and dental care for all
 Cap everyone's out-of-pocket drug costs at $200 a year
 Support long-term care at home"	0
"Tonight, more than 500,000 Americans will sleep in the streets.

This year, 80% of all new rentals will be luxury apartments.
 
That is immoral. We will make the top 1% pay their fair share of taxes and make housing a human right. The ultra-rich can no longer have it all."	0
"If Wall Street bankers are annoyed with their ""underwhelming"" bonuses right now, just wait until we pass my Tax Excessive CEO Pay Act. …"	0
"Last week, the House passed the No War Against Iran Act that I introduced with @RepRoKhanna.

Senate Republicans now have a choice: Will they pass my bill and stand up for the Constitution? Or will they allow Trump to illegally lead us into a disastrous war in the Middle East?"	0
"We must finally put an end to the disastrous, so-called ""War on Drugs.""

This includes legalizing marijuana, releasing those imprisoned because of it, expunging their records, and investing in the communities devastated by this decades-long assault."	0
"Bad news for those who say our seniors' benefits are too ""extravagant"": We're expanding them.

My Social Security Expansion Act provides low-income seniors $1,300 more a year by making millionaires and billionaires pay their share of Social Security taxes. …"	0
"Just how rich are Wall Street speculators?

A tax of just a few pennies on their financial trading can fund tuition-free public college for all and erase all $1,700,239,090,564 in student debt.

This is how we make higher education a right in America."	0
"In 1965, public college tuition was $2,000 a year. Now it’s $10,000.

In 1968 the minimum wage was $10. Now it’s $7.25.

If we're not supposed to learn from other wealthy countries, we can sure as hell look at policies America had 50 years ago, when we were half as rich."	0
"The financial sector grew fivefold as a share of the economy since the 1970s. 

The result? More greed, corruption, criminality, bloated CEO pay, financial crashes and taxpayer bailouts.

Maybe Wall Street should face some downsizing so that the working class can finally thrive."	0
"For the price of this single $13 billion warship—a total boondoggle—we could provide America's children universal school lunches for a full year.

This is why we must confront the military-industrial complex and end the profiteering off of weapons of war. …"	0
"It’s time for us to join the rest of the world's rich countries and guarantee:

 Living wages
 Strong unions
 Universal health care
 Paid vacation and family leave
 Tuition-free college
 Retirement security

Americans deserve to live with dignity too."	0
"A majority of our seniors get most of their income from Social Security—less than $1,500 a month, on average.

Washington lobbyists can spend that in one night on a fancy dinner!

Tell me why we can give billionaires tax breaks but can't afford to expand Social Security."	0
"As a son of Eritrean refugees, let me be clear: 

The President’s travel ban on African countries contradicts our American values & the promise and refuge our country has offered to immigrants and refugees for centuries. 

It is unconscionable. It is wrong. And we must oppose it."	0
"In my humble opinion, a great nation is not judged by the number of billionaires or nuclear weapons it has.

It is judged by how it treats the weakest and most vulnerable people amongst us."	0
"Why are Wall Street investors getting scared of fossil fuel stocks?
 
Because the climate justice movement is making it clear that political pressure for divestment will not stop. It will only grow stronger.
 
To protect our planet, we are taking on Big Oil—and we're winning. …"	0
"By a vote of 51 to 49, the Senate refused to subpoena witnesses in this impeachment trial.

I've never heard of a trial where you don't have witnesses.

This is a sad day in American history."	0
"A fair impeachment trial means hearing testimony from witnesses. 

This is not a radical idea.
 
So what are Republicans afraid of?"	0
"The richest 400 billionaires pay lower taxes than fast-food workers. 

If we are to stop the war being waged by the billionaire class against working Americans, we need a tax on extreme wealth."	0
"CEOs at Merck and Pfizer each make almost $50 million a year. A senior's median income is $25,000 a year.

Pharma CEOs get rich charging the world’s highest prices. Seniors cut their pills in half and skip groceries trying to afford them.

That is disgusting and has got to end."	0
Six weeks ago, @SenSanders' and @Ilhan's offices asked OSHA to send us information on the alarmingly high # of injuries at Amazon facilities. This data should have taken just a day to collect, but we have yet to hear back from the agency. …	0
"I applaud the House of Representatives for passing the Stop War Against Iran Act that I introduced with @RepRoKhanna, and @RepBarbaraLee's repeal of the 2002 Authorization for Use of Military Force.

The Senate must now take up these vital bills to stop endless war. …"	0
"Instead of fixing our broken health care system, Trump continues to waste time and endanger lives trying to kick people off Medicaid. 

He should listen to the 90 percent of Americans who think Medicaid is important and expand the program, not cut it. …"	0
"Oops 
#BanFracking …"	0
"I don't mind if @MarkRuffalo spoils his own movies. But please, don't ruin the surprise of our new legislation with Rep. @AOC, @SenJeffMerkley and @RepDarrenSoto.

I don't want the dirty fracking industry CEOs to know what hit them."	0
"This is what oligarchy looks like: large corporations get trillions in tax cuts and subsidies, while nannies, home care workers and housekeepers are denied basic labor protections against underpayment and harassment.

Congress must pass a #DomesticWorkerBillofRights. …"	0
.⁦@SenSanders⁩ and my bill to stop funding for a war in Iran gets a vote on the House floor today. We expect it to pass with a bipartisan majority. We are building an effective, bipartisan coalition to end the war in Yemen & stop endless wars. …	0
Time and time again, large technology corporations are trampling on the rights of consumers with impunity. The job of the Federal Trade Commission is to regulate industry and defend the public interest. The FTC must get its act together. …	0
"Tonight I asked my question in Trump's impeachment trial:

President Trump claims there was no quid pro quo in holding back military aid to Ukraine. He has lied more than 16,000 times in office. Why should we believe him?"	0
Watch live now: …	0
BERNIE, THE HULK, & CLEAN WATER: Sen. Bernie Sanders is holding a roundtable discussion with actor Mark Ruffalo, scientist Anna Reade, and Rep. Debbie Dingell about the contamination of drinking water by corporate polluters. …	0
"It is not a radical idea that when Americans turn on their taps, the drinking water should be clean.

At 6:30 p.m. EST, tune in for a livestream of my discussion with @RepDebDingell and actor @MarkRuffalo regarding the cleanup of toxic PFAS chemicals. …"	0
"I proudly oppose Trump's NAFTA 2.0. The United States outsourced more than 170,000 jobs in the last three years. The deal doesn't even mention the words ""climate change.""

Our trade agreements must stop outsourcing and address the climate crisis threatening our planet. …"	0
We are practically the only major nation that doesn't offer paid family leave so that parents can be with their baby. That to me is unconscionable. …	0
"Trump's one-sided plan is a recipe for even deeper division and undermines efforts to achieve a viable and sustainable two-state solution that supports the legitimate rights and aspirations of both Israelis and Palestinians. 

Our Senate letter to President Trump:"	0
"We live in the richest country on earth.

School lunch debt should not exist. 
Student loan debt should not exist.
Medical debt should not exist."	0
Senator McConnell: Hold a full and fair trial with witnesses. …	0
It must end the Israeli occupation and enable Palestinian self-determination in an independent state of their own alongside a secure Israel. Trump's so-called 'peace deal' doesn't come close, and will only perpetuate the conflict. It is unacceptable.	0
The United States can bring unequaled leadership to resolving the Israeli-Palestinian conflict, but we must use that leadership to promote a just and durable agreement. Any acceptable peace deal must be consistent with international law and multiple UN resolutions.	0
"""The medication I am taking costs $1000 a month.

The same medication costs $3 in Brazil and India.

The drug companies say they need it for research.

That is a bald-faced lie."" — HIV survivor Reginald Brown"	0
"Today’s young people face the prospect of:

A planet on fire
Lower living standards than their parents
Crushing debt and inequality
Endless war
 
At this fateful moment, we can change the course of history—if enough ordinary people get engaged in the political process."	0
"This country was built by immigrants. The American people want comprehensive, humane immigration reform.

We must reverse these Trump programs which are designed to demonize and hurt those who are the most vulnerable of all. …"	0
"I stand with these Amazon employees who are courageously speaking out. They are telling Jeff Bezos to end his hypocrisy: You cannot call your corporation a ""leader"" on climate change while partnering with ExxonMobil and BP to extract more fossil fuels. …"	0
"Credit card interest rates are absurdly high—the median credit card interest rate is an outrageous 21 percent.

Working together, we will end the greed of Wall Street banks ripping off the American people. My legislation with @AOC puts a common-sense cap on interest rates."	0
"John Bolton claims Trump told him he would withhold military aid from Ukraine until the country helped him investigate Democrats.

The Senate must hear from Bolton as a witness in the impeachment proceedings. …"	0
"The American people are sick and tired of endless war.

We must invest in human needs—not waste trillions of dollars on death and destruction."	0
"Our current system:

Creates $100 billion in health industry profits
Keeps 87 million people uninsured or underinsured
Bankrupts 500,000 people
Makes drugs unaffordable
Costs 2x per person with worse health outcomes than other rich countries

We need Medicare for All."	0
I said it in 1992 and not much seems to have changed. By and large, the Congress is owned by big money interests and the largest corporations in America.	0
Solitary confinement is a form of torture. It is unconstitutional. It has got to be abolished as part of comprehensive reform to our racist criminal justice system. …	0
"Four-year public university tuition in 1965 cost $1,926 a year. Today, it is $9,037 a year.

Taxpayers paid for a trillion-dollar bailout to benefit the crooks on Wall Street.

I think we can afford to make public colleges tuition-free and cancel all student debt."	0
"This is what Donald Trump means when he says he wants ""crystal clean water."" Disgusting. …"	0
To all those celebrating, happy #LunarNewYear! Wishing good health, prosperity, and joy to you and your loved ones in the new year.	0
"My dad came from a very poor, rural area in Poland. He raised a family and became a very proud American.

When Trump demonizes minorities and immigrants, he wants to divide us up.

We must build a political movement to create a different kind of America—with values that unite us."	0
"It's time politicians got out of the pocket of the fossil fuel industry and started listening to 72% of America—including the majority of Republicans.

The American people agree: we need to act now to fight climate change. …"	0
Because of the lies and greed of Big Oil.	0
"The four largest banks in America—Bank of America, Citigroup, JPMorgan Chase, and Wells Fargo—are on average 80 percent larger than they were before they were bailed out by American taxpayers.

Our job is to break them up."	0
"This man's doctor told him to delay treatment because of insanely high costs.

Now he recognizes what 70% of Americans already understand: We need to join the rest of the developed world. We need Medicare for All. …"	0
"As a candidate, Trump said he'd protect Social Security, Medicare and Medicaid.

Now he has an obligation to tell the American people: ""I was lying. It was all just a campaign ruse."""	0
I stand with the people of Puerto Rico demanding accountability and an end to corruption. After a decade of austerity, hurricanes and earthquakes, Puerto Ricans have a right to a responsive government and full federal support to put an end to this crisis.	0
"The richest 1% is full of tax cheats. They are responsible for 70% of all unpaid taxes in America. 

If they just paid what they owe, we could build 26 million affordable homes—more than enough for every family paying half their income or more on housing. …"	0
"Mnuchin's economics experience? Being called the ""Foreclosure King"" for heading a bank that kicked 50,000 families out of their homes.

Keep going, Greta. Scientists tell us we must transform our economy to save the planet. Economists say we'll create millions of jobs doing so. …"	0
"Climate change is more likely to impact poor people and people of color first and worst. Yet the world's poorest people are least responsible for the changing climate.

We must transition our economy away from fossil fuels to fight growing inequality here and around the world. …"	0
"Nearly half a century ago, the Supreme Court affirmed abortion as a constitutional right.

I am sick and tired of conservatives who say, ""Get government off our backs,"" while telling women what they can do with their bodies.

Women get to control their bodies—not politicians."	0
"I congratulate Spain's government for declaring a climate emergency. The United States must now follow suit. 

My resolution with @AOC and @RepBlumenauer mobilizes America to defeat the existential threat facing humanity."	0
Strong unions are key to solving the crises facing higher education. I am delighted to join @repmarkpocan in this effort to protect graduate student workers who are organizing for their rights. …	0
"58 new abortion restrictions were enacted across the country in 2019.

Laws like these are dangerous, regressive, and blatantly unconstitutional.

On the 47th anniversary of Roe v. Wade, we must continue to stand up for women’s reproductive freedom and protect access to abortion. …"	0
"The free press is never more important than when it exposes wrongdoing by the powerful.
 
That is why President Bolsonaro is threatening Glenn Greenwald for the ""crime"" of doing journalism.
 
I call on Brazil to end its authoritarian attack on press freedom and the rule of law. …"	0
"Senate Republicans, working directly with the White House, voted to prevent witnesses from testifying in Trump’s impeachment trial.
 
What are Republicans afraid of? Today was a bad day for our country, for our Constitution, and for the rule of law. …"	0
Thrilled that the American College of Physicians has endorsed #MedicareForAll! Doctors everywhere see firsthand the impact of our broken healthcare system. They know it's time to put patients above profits. It's time for #MedicareForAll  …	0
"Doctors understand they cannot do their jobs healing the sick under our dysfunctional health care system.
 
I thank physicians' group @ACPinternists and its 159,000 members, as well as @PNHP, for fighting to make health care a human right for every man, woman and child."	0
"Today is a sad day in history: the beginning of an impeachment trial for the President.

It would be absurd to have a trial at 1 o'clock in the morning without any witnesses.

I say to Senator McConnell: hold a fair trial with witnesses, in full view of the American people."	0
"Suicides are at their highest rate since World War II. 1 in 7 children lives with a parent suffering from substance abuse.

We must defeat the billionaire class and end this unraveling—this rise of despair and death—of the American middle class. …"	0
